nameList,gianName,flag
"平岡秀夫君,水島広子君,佐々木秀典君,日野市朗君,山内功君,山花郁夫君",裁判所法の一部を改正する法律案,0
"平岡秀夫君,水島広子君,佐々木秀典君,日野市朗君,山内功君,山花郁夫君",検察庁法の一部を改正する法律案,0
"水島広子君,平岡秀夫君,金田誠一君,五島正規君,山井和則君,加藤公一君",精神保健及び精神障害者福祉に関する法律の一部を改正する法律案,0
"東祥三君,中塚一宏君",安全保障基本法案,0
"東祥三君,中塚一宏君",非常事態対処基本法案,0
"古賀誠君,金田英行君,原田義昭君,山本公一君,松岡利勝君,今村雅弘君,宮腰光寛君,冬柴鐵三君,江田康幸君,野田毅君",有明海及び八代海を再生するための特別措置に関する法律案,0
鉢呂吉雄君,牛海綿状脳症対策特別措置法案,0
"相沢英之君,大原一三君,金子一義君,七条明君,石井啓一君,小池百合子君",銀行等の株式等の保有の制限等に関する法律の一部を改正する法律案,0
"都築譲君,樋高剛君",特殊法人等及び独立行政法人の整理等に関する法律案,0
"中井洽君,工藤堅太郎君",国家公務員の政治的中立に関する法律案,0
"中井洽君,工藤堅太郎君",自衛隊員の政治的中立に関する法律案,0
"細川律夫君,今田保典君,伴野豊君,日森文尋君,菅野哲雄君",交通基本法案,0
"山中貞則君,林義郎君,甘利明君,逢沢一郎君,伊藤達也君,遠藤和良君,漆原良夫君,江田康幸君,井上喜一君",入札談合等関与行為の排除及び防止に関する法律案,0
久保哲司君,離島振興法の一部を改正する法律案,0
"長妻昭君,枝野幸男君,佐藤謙一郎君,細野豪志君",軽犯罪法の一部を改正する法律案,0
"原田昇左右君,鴨下一郎君,竹本直一君,山本有二君,赤羽一嘉君,遠藤和良君,西博義君,井上喜一君,二階俊博君",東南海・南海地震に係る地震防災対策の推進に関する特別措置法案,0
"達増拓也君,中塚一宏君",国民主導の国政の実現に関する基本法案,0
"達増拓也君,中塚一宏君",内閣法制局設置法を廃止する法律案,0
"塩田晋君,黄川田徹君",郵政事業改革基本法案,0
"枝野幸男君,中塚一宏君,穀田恵二君,中西績介君,後藤斎君,黄川田徹君,矢島恒夫君,重野安正君",住民基本台帳法の一部を改正する法律の一部を改正する法律案,0
"海江田万里君,古川元久君,佐々木憲昭君,阿部知子君",税務行政における国民の権利利益の保護に資するための国税通則法の一部を改正する法律案,0
田並胤明君,東南海・南海地震に係る地震防災対策の推進に関する特別措置法案,0
"佐藤謙一郎君,筒井信隆君,鮫島宗明君,原口一博君,楢崎欣弥君",有明海及び八代海の再生に関する臨時措置法案,0
"長勢甚遠君,森英介君,井上喜一君",国民の祝日に関する法律の一部を改正する法律案,0
森英介君,ホームレスの自立の支援等に関する特別措置法案,0
森英介君,社会保険労務士法の一部を改正する法律案,0
森英介君,食品衛生法の一部を改正する法律案,0
"谷津義男君,武藤嘉文君,佐藤剛男君,滝実君,谷田武彦君,赤羽一嘉君,上田勇君,小池百合子君",酒類小売業者の経営の改善等に関する緊急措置法案,0
"谷津義男君,山本公一君,金田英行君,栗原博久君,田端正広君,小池百合子君,奥田建君",自然再生推進法案,0
"枝野幸男君,細野豪志君,海江田万里君,山井和則君,中村哲治君,加藤公一君",ゆとりのある生活の実現に資するための長期休暇制度の創設及び年次有給休暇の取得の促進に関する法律案,0
"熊谷弘君,山岡賢次君,穀田恵二君,中西績介君,佐藤謙一郎君,鮫島宗明君,高橋嘉信君,中林よし子君,菅野哲雄君",農林水産大臣武部勤君不信任決議案,0
"熊谷弘君,山岡賢次君,穀田恵二君,中西績介君,枝野幸男君",予算委員長津島雄二君解任決議案,0
"熊谷弘君,山岡賢次君,穀田恵二君,中西績介君,高木義明君,上田清司君,長浜博行君,都築譲君,児玉健次君,日森文尋君",議員鈴木宗男君の議員辞職勧告に関する決議案,0
"鳩山邦夫君,大野功統君,小坂憲次君,米田建三君,小此木八郎君,馳浩君,高木義明君,上田清司君,長浜博行君,東順治君,都築譲君,児玉健次君,日森文尋君,小池百合子君",パレスチナ紛争の即時停止と対話の再開を求める決議案,0
"鳩山邦夫君,大野功統君,小坂憲次君,米田建三君,小此木八郎君,馳浩君,高木義明君,上田清司君,長浜博行君,東順治君,都築譲君,児玉健次君,日森文尋君,小池百合子君",日本人拉致疑惑の早期解決を求める決議案,0
"高木義明君,上田清司君,長浜博行君,都築譲君,児玉健次君,菅野哲雄君",議院運営委員長鳩山邦夫君解任決議案,0
"釘宮磐君,山井和則君",厚生労働委員長森英介君解任決議案,0
"鳩山由紀夫君,小沢一郎君,志位和夫君,土井たか子君,菅直人君,藤井裕久君,石井郁子君,中西績介君,熊谷弘君,山岡賢次君,穀田恵二君,日森文尋君",小泉内閣不信任決議案,0
"冬柴鐵三君,松浪健四郎君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"北橋健治君,松本龍君,堀込征雄君,中野寛成君,石毛えい子君,鍵田節哉君,島聡君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"鳩山由紀夫君,不破哲三君,土井たか子君,田中甲君,木島日出夫君",国立国会図書館法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",被災者生活再建支援法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",災害弔慰金の支給等に関する法律の一部を改正する法律案,0
"細川律夫君,平岡秀夫君,植田至紀君,保坂展人君",犯罪被害者基本法案,0
"中川智子君,阿部知子君,大石正光君,鍵田節哉君,金田誠一君,家西悟君,武山百合子君,小沢和秋君,瀬古由起子君",医薬品副作用被害救済・研究振興調査機構法の一部を改正する法律案,0
平岡秀夫君,農業経営再建特別措置法案,0
"枝野幸男君,石毛えい子君,山花郁夫君,水島広子君,木島日出夫君,瀬古由起子君,植田至紀君,原陽子君",民法の一部を改正する法律案,0
"中野寛成君,小沢鋭仁君,島聡君,中村哲治君,大島敦君,大谷信盛君,後藤茂之君,小林憲司君,鈴木康友君,武正公一君,手塚仁雄君,長浜博行君,野田佳彦君,古川元久君,山井和則君,山村健君",公職選挙法の一部を改正する法律案,0
"海江田万里君,五十嵐文彦君,江崎洋一郎君,岡田克也君,河村たかし君,小泉俊明君,中川正春君,長妻昭君,原口一博君,日野市朗君,松本剛明君",証券取引委員会設置法案,0
"前原誠司君,佐藤謙一郎君",公共事業基本法案,0
"前原誠司君,佐藤謙一郎君",公共事業関係費の量的縮減に関する臨時措置法案,0
"前原誠司君,佐藤謙一郎君",公共事業一括交付金法案,0
"前原誠司君,佐藤謙一郎君",ダム事業の抜本的な見直し及び治水のための森林の整備の推進等のための緊急措置法案,0
"前原誠司君,佐藤謙一郎君",国会法の一部を改正する法律案,0
"中山太郎君,荒井広幸君,西川京子君,福島豊君,井上喜一君,五島正規君,肥田美代子君,近藤基彦君,粟屋敏信君",少子化社会対策基本法案,0
"漆原良夫君,青山二三君,久保哲司君",民法の一部を改正する法律案,0
"今野東君,武正公一君,大石正光君,鍵田節哉君,家西悟君,大島敦君,加藤公一君,金田誠一君,釘宮磐君,古川元久君,三井辨雄君,水島広子君,山井和則君",医療法の一部を改正する法律案,0
"長妻昭君,島聡君",道路交通法の一部を改正する法律案,0
"上田清司君,玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",国家公務員法及び自衛隊法の一部を改正する法律案,0
"上田清司君,玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",独立行政法人通則法の一部を改正する法律案,0
"上田清司君,玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",特殊法人の役員等の報酬等の規制に関する法律案,0
"上田清司君,玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",日本銀行法の一部を改正する法律案,0
中井洽君,公職選挙法及び衆議院議員選挙区画定審議会設置法の一部を改正する法律案,0
西村眞悟君,道路交通法の一部を改正する法律案,0
野田毅君,防衛省設置法案,0
"大畠章宏君,島聡君,武正公一君",聴覚障害者の利便の増進に資する字幕番組の提供の促進のための放送法及び有線テレビジョン放送法の一部を改正する法律案,0
中塚一宏君,一括交付金の交付等に関する法律案,0
"細川律夫君,井上和雄君",航空法の一部を改正する法律案,0
"鈴木淑夫君,中塚一宏君",民間の事業活動の規制の廃止等に関する法律案,0
"武正公一君,中野寛成君,平野博文君,山谷えり子君",学校教育法の一部を改正する法律案,0
"石毛えい子君,安住淳君,長妻昭君,阿久津幸彦君,永田寿康君,前田雄吉君",消費生活用製品に係る危険情報の提供を促進する等のための食品衛生法等の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融機能の再生のための緊急措置に関する法律及び金融機能の早期健全化のための緊急措置に関する法律の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融再生委員会設置法案,0
"岡田克也君,河村たかし君,石毛えい子君,古川元久君,中塚一宏君,黄川田徹君,木島日出夫君,吉井英勝君,植田至紀君",特定非営利活動の促進のための法人税法等の一部を改正する法律案,0
"岡田克也君,金田誠一君,山井和則君,安住淳君,中塚一宏君,黄川田徹君,木島日出夫君,矢島恒夫君,植田至紀君",特定非営利活動の促進のための地方税法の一部を改正する法律案,0
"山井和則君,五島正規君,水島広子君,金田誠一君",医療の信頼性の確保向上のための医療情報の提供の促進、医療に係る体制の整備等に関する法律案,0
"五島正規君,釘宮磐君,金田誠一君,水島広子君",健康保険法等の一部を改正する法律案,0
"岡田克也君,中井洽君,木島日出夫君,阿部知子君,堀込征雄君,達増拓也君,穀田恵二君,保坂展人君,中山義活君,阿久津幸彦君,山花郁夫君",政治資金規正法等の一部を改正する法律案,0
"平岡秀夫君,水島広子君,佐々木秀典君,日野市朗君,山内功君,山花郁夫君",裁判所法の一部を改正する法律案,0
"平岡秀夫君,水島広子君,佐々木秀典君,日野市朗君,山内功君,山花郁夫君",検察庁法の一部を改正する法律案,0
"水島広子君,平岡秀夫君,金田誠一君,五島正規君,山井和則君,加藤公一君",精神保健及び精神障害者福祉に関する法律の一部を改正する法律案,0
"古賀誠君,金田英行君,原田義昭君,山本公一君,松岡利勝君,今村雅弘君,宮腰光寛君,冬柴鐵三君,江田康幸君,野田毅君",有明海及び八代海を再生するための特別措置に関する法律案,0
"相沢英之君,大原一三君,金子一義君,七条明君,石井啓一君,小池百合子君",銀行等の株式等の保有の制限等に関する法律の一部を改正する法律案,0
"都築譲君,樋高剛君",特殊法人等及び独立行政法人の整理等に関する法律案,0
"中井洽君,工藤堅太郎君",国家公務員の政治的中立に関する法律案,0
"中井洽君,工藤堅太郎君",自衛隊員の政治的中立に関する法律案,0
"細川律夫君,今田保典君,伴野豊君,日森文尋君,菅野哲雄君",交通基本法案,0
"長妻昭君,枝野幸男君,佐藤謙一郎君,細野豪志君",軽犯罪法の一部を改正する法律案,0
"佐藤謙一郎君,筒井信隆君,鮫島宗明君,原口一博君,楢崎欣弥君",有明海及び八代海の再生に関する臨時措置法案,0
"長勢甚遠君,森英介君,井上喜一君",国民の祝日に関する法律の一部を改正する法律案,0
森英介君,社会保険労務士法の一部を改正する法律案,0
"谷津義男君,武藤嘉文君,佐藤剛男君,滝実君,谷田武彦君,赤羽一嘉君,上田勇君,小池百合子君",酒類小売業者の経営の改善等に関する緊急措置法案,0
"谷津義男君,山本公一君,金田英行君,栗原博久君,田端正広君,小池百合子君,奥田建君",自然再生推進法案,0
"枝野幸男君,細野豪志君,海江田万里君,山井和則君,中村哲治君,加藤公一君",ゆとりのある生活の実現に資するための長期休暇制度の創設及び年次有給休暇の取得の促進に関する法律案,0
"肥田美代子君,牧野聖修君,山元勉君,山谷えり子君,鎌田さゆり君",公立の小中学校等における地震防災上改築又は補強を要する校舎等の整備の促進に関する臨時措置法案,0
大野功統君,国会議員の歳費、旅費及び手当等に関する法律の一部を改正する法律案,0
大野功統君,国会議員の秘書の給与等に関する法律の一部を改正する法律案,0
"平野博文君,田中慶秋君,鈴木康友君,小沢鋭仁君,塩川鉄也君,吉井英勝君,大島令子君",原子力安全規制委員会設置法案,0
坂井隆憲君,北朝鮮当局によって拉致された被害者等の支援に関する法律案,0
"海江田万里君,堀込征雄君,中山義活君,都築譲君,達増拓也君,木島日出夫君,穀田恵二君,阿部知子君,保坂展人君",公職にある者等のあっせん行為による利得等の処罰に関する法律の一部を改正する法律案,0
佐々木秀典君,特定非営利活動促進法の一部を改正する法律案,0
山本有二君,戸籍法の一部を改正する法律案,0
"島聡君,堀込征雄君,平岡秀夫君",成年年齢の引下げ等に関する法律案,0
"冬柴鐵三君,松浪健四郎君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"北橋健治君,松本龍君,堀込征雄君,中野寛成君,石毛えい子君,鍵田節哉君,島聡君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"鳩山由紀夫君,不破哲三君,土井たか子君,田中甲君,木島日出夫君",国立国会図書館法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",被災者生活再建支援法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",災害弔慰金の支給等に関する法律の一部を改正する法律案,0
平岡秀夫君,農業経営再建特別措置法案,0
"枝野幸男君,石毛えい子君,山花郁夫君,水島広子君,木島日出夫君,瀬古由起子君,植田至紀君,原陽子君",民法の一部を改正する法律案,0
"中野寛成君,小沢鋭仁君,島聡君,中村哲治君,大島敦君,大谷信盛君,後藤茂之君,小林憲司君,鈴木康友君,武正公一君,手塚仁雄君,長浜博行君,野田佳彦君,古川元久君,山井和則君,山村健君",公職選挙法の一部を改正する法律案,0
"海江田万里君,五十嵐文彦君,江崎洋一郎君,岡田克也君,河村たかし君,小泉俊明君,中川正春君,長妻昭君,原口一博君,松本剛明君",証券取引委員会設置法案,0
"前原誠司君,佐藤謙一郎君,鉢呂吉雄君,大谷信盛君",公共事業基本法案,0
"前原誠司君,佐藤謙一郎君,大谷信盛君",公共事業関係費の量的縮減に関する臨時措置法案,0
"前原誠司君,佐藤謙一郎君,大谷信盛君",公共事業一括交付金法案,0
"前原誠司君,佐藤謙一郎君,大谷信盛君",ダム事業の抜本的な見直し及び治水のための森林の整備の推進等のための緊急措置法案,0
"前原誠司君,佐藤謙一郎君",国会法の一部を改正する法律案,0
"中山太郎君,荒井広幸君,西川京子君,福島豊君,井上喜一君,五島正規君,肥田美代子君,近藤基彦君,粟屋敏信君",少子化社会対策基本法案,0
"漆原良夫君,青山二三君",民法の一部を改正する法律案,0
"今野東君,武正公一君,大石正光君,鍵田節哉君,家西悟君,大島敦君,加藤公一君,金田誠一君,古川元久君,三井辨雄君,水島広子君,山井和則君",医療法の一部を改正する法律案,0
"長妻昭君,島聡君",道路交通法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",国家公務員法及び自衛隊法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",独立行政法人通則法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",特殊法人の役員等の報酬等の規制に関する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",日本銀行法の一部を改正する法律案,0
中井洽君,公職選挙法及び衆議院議員選挙区画定審議会設置法の一部を改正する法律案,0
西村眞悟君,道路交通法の一部を改正する法律案,0
野田毅君,防衛省設置法案,0
"大畠章宏君,島聡君,武正公一君",聴覚障害者の利便の増進に資する字幕番組の提供の促進のための放送法及び有線テレビジョン放送法の一部を改正する法律案,0
"細川律夫君,井上和雄君",航空法の一部を改正する法律案,0
"武正公一君,中野寛成君,平野博文君,山谷えり子君",学校教育法の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融機能の再生のための緊急措置に関する法律及び金融機能の早期健全化のための緊急措置に関する法律の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融再生委員会設置法案,0
"岡田克也君,河村たかし君,石毛えい子君,古川元久君,中塚一宏君,黄川田徹君,木島日出夫君,吉井英勝君,植田至紀君",特定非営利活動の促進のための法人税法等の一部を改正する法律案,0
"岡田克也君,金田誠一君,山井和則君,安住淳君,中塚一宏君,黄川田徹君,木島日出夫君,矢島恒夫君,植田至紀君",特定非営利活動の促進のための地方税法の一部を改正する法律案,0
"岡田克也君,中井洽君,木島日出夫君,阿部知子君,堀込征雄君,達増拓也君,穀田恵二君,保坂展人君,中山義活君,阿久津幸彦君,山花郁夫君",政治資金規正法等の一部を改正する法律案,0
"細川律夫君,今田保典君,伴野豊君,日森文尋君,菅野哲雄君",交通基本法案,0
"長妻昭君,枝野幸男君,佐藤謙一郎君,細野豪志君",軽犯罪法の一部を改正する法律案,0
"長勢甚遠君,森英介君,井上喜一君",国民の祝日に関する法律の一部を改正する法律案,0
"谷津義男君,武藤嘉文君,佐藤剛男君,滝実君,谷田武彦君,赤羽一嘉君,上田勇君,小池百合子君",酒類小売業者の経営の改善等に関する緊急措置法案,0
"枝野幸男君,細野豪志君,海江田万里君,山井和則君,中村哲治君,加藤公一君",ゆとりのある生活の実現に資するための長期休暇制度の創設及び年次有給休暇の取得の促進に関する法律案,0
"肥田美代子君,牧野聖修君,山元勉君,山谷えり子君,鎌田さゆり君",公立の小中学校等における地震防災上改築又は補強を要する校舎等の整備の促進に関する臨時措置法案,0
"海江田万里君,堀込征雄君,中山義活君,都築譲君,達増拓也君,木島日出夫君,穀田恵二君,阿部知子君,保坂展人君",公職にある者等のあっせん行為による利得等の処罰に関する法律の一部を改正する法律案,0
"島聡君,堀込征雄君,平岡秀夫君",成年年齢の引下げ等に関する法律案,0
小坂憲次君,平成十四年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律案,0
"枝野幸男君,五島正規君,武山百合子君,中塚一宏君,佐々木憲昭君,小沢和秋君,阿部知子君,金子哲夫君",健康保険法等の一部を改正する法律の一部を改正する法律案,0
"中山義活君,中津川博郷君,鈴木康友君",中小企業者に対する銀行等の資金の貸付けの適正な運営の確保に関する法律案,0
"城島正光君,釘宮磐君,鍵田節哉君,大島敦君,加藤公一君",雇用保険の財政の安定化及び求職者等に対する能力開発支援のための緊急措置に関する法律案,0
"杉浦正健君,山本幸三君,漆原良夫君,石井啓一君,江崎洋一郎君",金融機関等が有する根抵当権により担保される債権の譲渡の円滑化のための臨時措置に関する法律の一部を改正する法律案,0
小平忠正君,漁業協同組合合併促進法の一部を改正する法律案,0
大野功統君,国立国会図書館法の規定により行政各部門に置かれる支部図書館及びその職員に関する法律の一部を改正する法律案,0
大野功統君,国会議員の歳費、旅費及び手当等に関する法律の一部を改正する法律案,0
"枝野幸男君,五島正規君,武山百合子君,中塚一宏君,佐々木憲昭君,小沢和秋君,阿部知子君,金子哲夫君",健康保険法等の一部を改正する法律案,0
"枝野幸男君,細野豪志君,山内功君,中塚一宏君,達増拓也君,佐々木憲昭君,吉井英勝君,北川れん子君,阿部知子君",個人情報の保護に関する法律案,0
"枝野幸男君,細野豪志君,山内功君,中塚一宏君,達増拓也君,佐々木憲昭君,吉井英勝君,北川れん子君,阿部知子君",行政機関の保有する個人情報の保護に関する法律案,0
"枝野幸男君,細野豪志君,山内功君,中塚一宏君,達増拓也君,佐々木憲昭君,吉井英勝君,北川れん子君,阿部知子君",独立行政法人等の保有する個人情報の保護に関する法律案,0
"枝野幸男君,細野豪志君,山内功君,中塚一宏君,達増拓也君,佐々木憲昭君,吉井英勝君,北川れん子君,阿部知子君",情報公開・個人情報保護審査会設置法案,0
"一川保夫君,都築譲君",安全保障基本法案,0
"一川保夫君,都築譲君",非常事態対処基本法案,0
"武正公一君,安住淳君,玄葉光一郎君,中村哲治君",電波法の一部を改正する法律案,0
"武正公一君,安住淳君,玄葉光一郎君,中村哲治君",通信・放送委員会設置法案,0
"前原誠司君,枝野幸男君,野田佳彦君,平岡秀夫君",緊急事態への対処及びその未然の防止に関する基本法案,0
"細川律夫君,平岡秀夫君,井上和雄君,植田至紀君,保坂展人君",犯罪被害者基本法案,0
"今野東君,山花郁夫君",難民等の保護に関する法律案,0
"塩崎恭久君,太田誠一君,保岡興治君,石井啓一君,金子善次郎君",商法及び株式会社の監査等に関する商法の特例に関する法律の一部を改正する法律案,0
"鮫島宗明君,筒井信隆君,菅野哲雄君",主要食糧の需給及び価格の安定に関する法律等の一部を改正する法律案,0
"土田龍司君,中塚一宏君",市場経済確立基本法案,0
"西村眞悟君,樋高剛君",特殊法人等及び独立行政法人の廃止又は民営化に関する法律案,0
"達増拓也君,中塚一宏君",国民主導の国政の実現に関する基本法案,0
"達増拓也君,中塚一宏君",内閣法制局設置法を廃止する法律案,0
"黄川田徹君,山岡賢次君",地方自治確立基本法案,0
"熊代昭彦君,尾身幸次君,上田勇君,江崎洋一郎君",銀行等の株式等の保有の制限等に関する法律の一部を改正する法律案,0
"平野博文君,田中慶秋君,鈴木康友君,小沢鋭仁君,塩川鉄也君,吉井英勝君,大島令子君",原子力安全規制委員会設置法案,0
遠藤武彦君,市町村の合併の特例に関する法律の一部を改正する法律案,0
"額賀福志郎君,甘利明君,武部勤君,小里貞利君,村上誠一郎君,宮路和明君,熊代昭彦君,井上義久君,遠藤和良君,山名靖英君,金子善次郎君,山谷えり子君",政治資金規正法の一部を改正する法律案,0
"山田正彦君,一川保夫君",食料生産確保基本法案,0
"佐藤公治君,黄川田徹君",人づくり基本法案,0
"武山百合子君,佐藤公治君",国民生活充実基本法案,0
"高橋嘉信君,中井洽君",地球環境保全基本法案,0
遠藤武彦君,行政書士法の一部を改正する法律案,0
"八代英太君,野田聖子君,丸谷佳織君,山谷えり子君",児童買春、児童ポルノに係る行為等の処罰及び児童の保護等に関する法律の一部を改正する法律案,0
"中塚一宏君,達増拓也君",税制改革基本法案,0
松本龍君,環境の保全のための意欲の増進及び環境教育の推進に関する法律案,0
高橋一郎君,公職選挙法の一部を改正する法律案,0
小坂憲次君,貸金業の規制等に関する法律及び出資の受入れ、預り金及び金利等の取締りに関する法律の一部を改正する法律案,0
"加藤公一君,鍵田節哉君,大島敦君",労働者の募集及び採用における年齢に係る均等な機会の確保に関する法律案,0
"水島広子君,山花郁夫君,五島正規君,城島正光君,鍵田節哉君,山井和則君",育児休業、介護休業等育児又は家族介護を行う労働者の福祉に関する法律の一部を改正する法律案,0
"鮫島宗明君,山田正彦君,中林よし子君,菅野哲雄君",牛海綿状脳症対策特別措置法の一部を改正する法律案,0
"鮫島宗明君,山田正彦君,中林よし子君,菅野哲雄君",輸入牛肉に係る情報の管理及び伝達に関する特別措置法案,0
"八代英太君,野田聖子君,松下忠洋君,福島豊君,山谷えり子君",障害者基本法の一部を改正する法律案,0
"細川律夫君,佐藤謙一郎君,高木義明君,阿久津幸彦君",複合一貫輸送の推進に関する法律案,0
"河村たかし君,山花郁夫君",監獄法の一部を改正する法律案,0
"河村たかし君,細野豪志君,中村哲治君",行政機関等による監視カメラの設置等の適正化に関する法律案,0
"河村たかし君,山花郁夫君,鎌田さゆり君,田名部匡代君,中村哲治君,水島広子君,山内功君",刑事訴訟法の一部を改正する法律案,0
"河村たかし君,岡田克也君,玄葉光一郎君,荒井聰君,野田佳彦君",住民基本台帳法の一部を改正する法律案,0
"野田佳彦君,山岡賢次君,穀田恵二君,中西績介君,高木義明君,藤村修君,長浜博行君,都築譲君,児玉健次君,日森文尋君",議員坂井隆憲君の議員辞職勧告に関する決議案,0
"高木義明君,藤村修君,長浜博行君,都築譲君,児玉健次君,日森文尋君",イラク問題の平和的解決を求める決議案,0
"野田佳彦君,山岡賢次君,穀田恵二君,中西績介君,高木義明君,藤村修君,長浜博行君,都築譲君,児玉健次君,日森文尋君",議員松浪健四郎君の議員辞職勧告に関する決議案,0
"菅直人君,小沢一郎君,志位和夫君,土井たか子君,岡田克也君,藤井裕久君,松本善明君,中西績介君,野田佳彦君,山岡賢次君,児玉健次君,横光克彦君",小泉内閣不信任決議案,0
"冬柴鐵三君,松浪健四郎君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"北橋健治君,松本龍君,堀込征雄君,中野寛成君,石毛えい子君,鍵田節哉君,島聡君",永住外国人に対する地方公共団体の議会の議員及び長の選挙権等の付与に関する法律案,0
"鳩山由紀夫君,不破哲三君,土井たか子君,田中甲君,木島日出夫君",国立国会図書館法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",被災者生活再建支援法の一部を改正する法律案,0
"前原誠司君,渡辺周君,松原仁君",災害弔慰金の支給等に関する法律の一部を改正する法律案,0
平岡秀夫君,農業経営再建特別措置法案,0
"枝野幸男君,石毛えい子君,山花郁夫君,水島広子君,木島日出夫君,瀬古由起子君,植田至紀君,原陽子君",民法の一部を改正する法律案,0
"中野寛成君,小沢鋭仁君,島聡君,中村哲治君,大島敦君,大谷信盛君,後藤茂之君,小林憲司君,鈴木康友君,武正公一君,手塚仁雄君,長浜博行君,野田佳彦君,古川元久君,山井和則君,山村健君",公職選挙法の一部を改正する法律案,0
"海江田万里君,五十嵐文彦君,江崎洋一郎君,岡田克也君,河村たかし君,小泉俊明君,中川正春君,長妻昭君,原口一博君,松本剛明君",証券取引委員会設置法案,0
"前原誠司君,佐藤謙一郎君",国会法の一部を改正する法律案,0
"漆原良夫君,青山二三君",民法の一部を改正する法律案,0
"今野東君,武正公一君,大石正光君,鍵田節哉君,家西悟君,大島敦君,加藤公一君,金田誠一君,古川元久君,三井辨雄君,水島広子君,山井和則君",医療法の一部を改正する法律案,0
"長妻昭君,島聡君",道路交通法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",国家公務員法及び自衛隊法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",独立行政法人通則法の一部を改正する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",特殊法人の役員等の報酬等の規制に関する法律案,0
"玄葉光一郎君,中井洽君,中塚一宏君,中西績介君,保坂展人君",日本銀行法の一部を改正する法律案,0
中井洽君,公職選挙法及び衆議院議員選挙区画定審議会設置法の一部を改正する法律案,0
西村眞悟君,道路交通法の一部を改正する法律案,0
野田毅君,防衛省設置法案,0
"大畠章宏君,島聡君,武正公一君",聴覚障害者の利便の増進に資する字幕番組の提供の促進のための放送法及び有線テレビジョン放送法の一部を改正する法律案,0
"武正公一君,中野寛成君,平野博文君,山谷えり子君",学校教育法の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融機能の再生のための緊急措置に関する法律及び金融機能の早期健全化のための緊急措置に関する法律の一部を改正する法律案,0
"五十嵐文彦君,枝野幸男君,海江田万里君,仙谷由人君,古川元久君",金融再生委員会設置法案,0
"岡田克也君,河村たかし君,石毛えい子君,古川元久君,中塚一宏君,黄川田徹君,木島日出夫君,吉井英勝君,植田至紀君",特定非営利活動の促進のための法人税法等の一部を改正する法律案,0
"岡田克也君,金田誠一君,山井和則君,安住淳君,中塚一宏君,黄川田徹君,木島日出夫君,矢島恒夫君,植田至紀君",特定非営利活動の促進のための地方税法の一部を改正する法律案,0
"岡田克也君,中井洽君,木島日出夫君,阿部知子君,堀込征雄君,達増拓也君,穀田恵二君,保坂展人君,中山義活君,阿久津幸彦君,山花郁夫君",政治資金規正法等の一部を改正する法律案,0
"長妻昭君,枝野幸男君,佐藤謙一郎君,細野豪志君",軽犯罪法の一部を改正する法律案,0
"長勢甚遠君,森英介君,井上喜一君",国民の祝日に関する法律の一部を改正する法律案,0
"枝野幸男君,細野豪志君,海江田万里君,山井和則君,中村哲治君,加藤公一君",ゆとりのある生活の実現に資するための長期休暇制度の創設及び年次有給休暇の取得の促進に関する法律案,0
